ID,calorie,water,carbohydrate,fiber,sugar,protein,fat,sfat,cholesterol,sodium,potassium,calcium,vit_A,vit_C,vit_D,vit_E,vit_K,vit_B6,vit_B12,thiamin,riboflavin,niacin,iron,folat,pantotenik,fosfor,magnesium,cinko,copper,selenium,manganese,Class
1335,254.53,50.72,23.33,3.89,14.52,7.17,17.11,2.19,72.19,95.93,417.64,79.7,3350.66,2.77,15.91,0.61,5.97,0.23,0.17,0.13,0.17,0.79,1.78,39.59,0.56,171.13,59.11,1.24,0.52,7.51,0.97,Mix
1336,53,5,27.7,0.2,0,0,0,0,0,10600.0,20.0,5876.0,0.0,0,0.0,0,0,0,0,0,0,0,11.02,0,0,2191,27,0.01,0.01,0.2,11,Mix
1337,243,31.76,65.89,869.999.999,57.19,0.93,0.32,52,0,87.0,450.0,14.0,0.0,3.9,0.0,0.53,3,125,0,0,159,927,1.4,0,245,38,16,0.2,191,1.3,0.09,Bitkisel
1338,161,666.500.000,0,0,0,26.26,6.21,2.001,186,67.0,187.0,5.0,12.0,0,2.0,0.63,0,125,9.18,229,838,4.229,4.94,Mikrogram,1.827,237,22,2.66,643,20.3,28,Hayvansal
1339,254,45.6,37.1,2.5,2,7.4,869.999.999,4.994,31,274.0,90.0,30.0,380.0,0.5,0.0,0,0,32,0.2,232,164,1.6,1.1,57,596,58,13,01.03,0.04,19,0.21,Mix
1340,126,74.95,0,0,0,21.97,3.54,93.999.999,57,81.0,194.0,13.0,59.0,1.2,5.0,0.13,0,0.53,0.38,59,101,7.359,0.88,4,836,155,22,1.63,41,17.8,18,Hayvansal
1341,95,73.5,1.31,0,0,20.9,68.999.999,0.22,48,1160.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Hayvansal
1342,368,22.66,57.4,9.4,14.3,10.7,8.5,1.5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1343,470,6.1,60.67,4.3,41.35,9.5,21,4.657,0,156.0,445.0,78.0,41.0,1.4,0.0,1.1,3.2,0.16,0,0.04,0.16,4.76,1.7,92,0,166,81,1.87,0.58,2.8,0,Mix
1344,34,897.399.999,6.79,2.5,2.38,2.24,0.49,0,0,9.0,304.0,2.0,0.0,0,18.0,0,0,293,0,15,217,3.877,0.41,13,1.5,112,20,01.03,142,5.7,0.23,Bitkisel
1345,646,2.52,17.6,9.4,4.89,15.03,62.4,4.511,0,0.0,755.0,123.0,61.0,3.8,0.0,15.28,0,0.62,0,338,123,02.05,4.38,88,923,310,173,2.5,1.75,4.1,5.55,Bitkisel
1346,104.67,76.79,13.54,2.58,6.66,3.26,05.07,0.73,0,172.36,301.09,34.68,4583.77,18.42,0.0,1.13,14.56,0.13,0,0.04,0.06,01.06,1.22,15.54,0.17,95.04,41.57,0.74,0.11,0.81,0.49,Bitkisel
1347,521,1.65,55.18,3.1,48.03,11.34,29.85,18,7,179.0,382.0,112.0,60.0,0.8,0.0,0,0,0.1,0,0.15,0.21,4.33,0.85,42,0.57,194,63,01.06,0.3,1.6,0.65,Bitkisel
1348,241.07,42.38,43.05,4.41,1.3,9.32,3.76,0.55,1.5,99.85,37.68,26.43,15.6,0.19,7.49,0.33,1.38,0.02,0.07,0.09,0.06,2.84,2.3,18.83,0.16,23.6,03.03,9.53,0,0.49,1.25,Bitkisel
1349,480,5.66,669.000.000,4.1,28.9,7.5,19.3,15.4,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1350,83.74,83.79,4.52,1.53,2.47,5.86,4.8,1.65,18.47,154.59,260.29,14.55,987.93,24.78,0.82,0.6,14.42,0.19,0.59,0.03,0.06,0,0.9,17.29,0.28,66.71,14.9,1.36,0.06,4.54,0.12,Hayvansal
1351,21,93.81,0.93,0,0.4,0,0,0,0,5.0,73.0,7.0,0.0,0,0.0,0,0,0,0,0,0,0,0.2,0,0,8,5,0.04,8,0.1,249,Bitkisel
1352,59.98,87.25,6.87,1.1,3.86,02.03,2.8,0.7,12.78,181.0,88.96,21.86,3383.19,1.43,3.46,0.74,0.92,0.04,0.03,0.02,0.03,0,0.49,15.93,0.07,33.75,7.87,0.3,0.03,1.23,0.09,Bitkisel
1353,363,11.27,72.3,3,2.5,11.5,3.1,0.8,0,2.0,431.0,34.0,0.0,0,0.0,0,0,419,0,419,121,6.738,3.52,43,93.500.000,508,144,4.16,553,894.000.000,3.012,Mix
1354,356,17.94,60.7,919.999.999,1.6,12.6,7,1.017,0,2.0,429.0,54.0,0.0,0,0.0,0,0,119,0,763,139,961,4.72,56,1.349,523,177,3.97,626,0,4.916,Bitkisel
1355,328,44.56,31,1.3,28,3.5,21,13,44,110.0,199.0,118.0,421.0,0.6,8.0,0.3,0.3,48,0.39,41,0.24,116,0.72,5,581,105,14,68.999.999,23,1.8,8,Hayvansal
1356,377,1.5,734.000.000,1.4,12.69,17.79,1.79,0.4,0,667.0,53.0,23.0,500.0,68,3.3,15.3,0.1,6.44,19.4,1.69,1.91,22.6,28,1290,0,48,12,68.999.999,179,54.9,0,Mix
1357,74,83.38,0,0,0,16.32,0.45,91,54,213.0,286.0,11.0,57.0,0,18.0,0.45,0.1,281,1.83,0.02,57,3.363,0.17,12,403,227,21,0.32,21,25.9,11,Hayvansal
1358,300,22.72,74,3,51.53,60.000.000,0.16,0,0,49.0,975.0,108.0,0.0,0,0.0,0,0,0,0,0,0,0,1.53,0,0,62,61,0.62,0,3.8,0,Bitkisel
1359,884,0,0,0,0,0,100,819.999.999,0,0.0,0.0,0.0,0.0,0,0.0,39.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
1360,217,61.24,0,0,0,26.11,11.75,4.628,88,68.0,333.0,13.0,9.0,0,2.0,0.12,1.1,397,2.56,44,176,5.659,2.71,8,658,202,22,6.37,0.09,21.5,13,Hayvansal
1361,276,56.26,0,0,0,22.51,19.97,8.44,92,66.0,251.0,20.0,0.0,0,2.0,0.14,4.6,0.13,2.64,0.09,0.24,6.15,1.97,21,0.7,184,23,5.23,108,26.2,22,Hayvansal
1362,91.35,81.55,7.39,0.43,0.97,6.71,3.82,1.16,17.79,79.0,114.79,29.48,1551.96,1.43,6.12,0.33,1.73,0.11,0.11,0.04,0.06,2.18,0.59,7.8,0.23,86.54,19.79,0.58,0.07,11.7,0.27,Mix
1363,246.37,50.7,30.44,02.07,14.16,4.9,12.09,5.1,27.2,185.41,276.57,126.28,503.65,12.12,0.0,0.22,1.82,0.17,0.22,0.13,0.2,01.05,1.47,28.3,0.39,123.48,31.06,0.79,0.18,16.92,0.37,Mix
1364,232,60.13,0,0,0,26.16,13.31,4.76,88,81.0,315.0,21.0,0.0,0,0.0,0.15,0,0.15,2.16,0.09,0.23,6.16,1.77,22,0.66,195,23,4.47,129,26.9,28,Hayvansal
1365,309,52.5,0,0,0,22.55,23.59,10.24,95,64.0,246.0,18.0,0.0,0,2.0,0.11,4.7,0.11,2.21,0.1,0.24,7.1,2.12,19,0.65,180,23,3.41,119,24.6,0.02,Hayvansal
1366,58,832.900.000,12.44,2.5,0,2.57,0.1,26,0,10.0,413.0,30.0,0.0,11.4,0.0,0,0,239,0,21,38,1.033,3.24,17,302,38,23,0.35,423,0.3,602,Bitkisel
1367,153,66.59,0,0,0,26.46,4.52,1.152,73,402.0,395.0,17.0,0.0,0,0.0,0.46,4,0,1.16,8.799.999,595,3.856,3.64,5,0,196,0,5.14,296,11.5,0,Hayvansal
1368,127.49,77.37,5.87,1.63,2.24,7.18,8.52,03.06,25.52,132.51,257.5,35.14,8856.71,2.22,8.23,0.74,3.94,0.17,0.73,0.04,0.1,0,1,15.92,0.34,87.21,16.93,1.55,0.06,6.4,0.14,Mix
1369,50,86.13,12.18,1.6,8.49,1,0.3,68,0,3.0,173.0,16.0,1283.0,10,0.0,7.000.000,2.1,44,0,0.03,0.04,0.4,0.32,8,143,15,9,0.1,104,0,112,Bitkisel
1370,176,59.15,31.79,0.7,21.22,4.85,3.26,2,44,60.0,139.0,128.0,421.0,0.6,8.0,0.3,0.3,0.04,0.9,0.06,0.24,0.42,0.09,5,581,105,13,68.999.999,23,1.8,8,Hayvansal
1371,60.74,87.15,5.92,1.97,1.98,1.45,04.07,3.22,0.65,327.13,191.96,17.98,3089.3,81.08,0.18,0.31,8.64,0.18,0,0.05,0.05,0.64,0.58,34.28,0.35,30.88,11.04,0.21,0.06,0.56,0.22,Bitkisel
1372,110.72,81.75,7.14,0,3.57,1.79,8.93,5.36,32,11.0,49.0,2.0,0.0,0,0.0,0.01,0.1,1,0,14,76,191,0.01,2,254,3,3,0.02,2,0,23,Mix
1373,435,16.45,58.1,1.2,40.2,4.2,20.4,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1374,43,876.800.000,980.000.000,1.7,8.1,1.44,0.39,27,0,10.0,194.0,39.0,25.0,36.4,0.0,0.87,7.8,0.05,0,29,101,0.62,1.85,6,0,38,18,0.12,0.06,60.000.000,0,Bitkisel
1375,23,94.25,3.79,1.1,2.48,01.04,0.39,64,0,1.0,177.0,22.0,1117.0,11.6,0.0,0.12,4.4,78,0,43,25,507,0.37,23,323,29,16,0.22,65,0.2,157,Bitkisel
1376,95,734.599.999,23.25,1.5,19.08,1.72,0.64,195,0,2.0,448.0,24.0,110.0,13.7,0.0,0.34,0,329,0,105,55,0.92,0.23,24,235,21,29,0.13,76,0,43,Bitkisel
1377,42,88.25,10.65,3.6,07.05,0.5,0.23,12,0,0.0,121.0,4.0,0.0,3.8,0.0,0.12,4.5,22,0,900.000,0.01,219,0,8,7.000.000,11,8,0.02,0.05,0.1,0.06,Bitkisel
1378,103,777.099.999,0,0,0,19,2.98,922,199,40.0,102.0,158.0,20.0,0,10.0,0.51,0,13,2.29,22,103,2.616,3.72,Mikrogram,226,168,24,2.39,106,4.3,6.066,Hayvansal
1379,114.81,81.72,03.01,0.94,1.83,3.62,10.08,3.61,97.58,404.38,186.96,21.83,7324.24,18.94,22.07,1.32,8.3,0.11,0.22,0.04,0.12,0,0.64,20.7,0.42,63.92,10.49,0.42,0.06,7.32,0.1,Mix
1380,321,27.81,53.79,2.3,17.63,860.999.999,8.24,4.366,59,333.0,147.0,50.0,70.0,0.7,0.6,0.47,0.9,92,0.17,681,0.42,4.543,2.34,142,0,110,18,0.87,122,22.3,0,Hayvansal
1381,469,9.66,61.3,3,5.2,6.8,21.1,9.1,0,927.0,1196.0,21.0,0.0,21.6,0.0,10.45,22.1,531,0,213,8.799.999,4.762,1.28,29,0,153,63,01.09,234,2.5,0,Bitkisel
1382,124,671.500.000,26.54,4.5,0.8,5.33,0.54,99,0,3.0,44.0,15.0,3.0,0,0.0,0.3,0.7,79,0,108,45,707,01.06,5,419,89,30,81.000.000,167,25.9,1.379,Bitkisel
1383,503,12.06,51,2.6,3,4.3,32,3.5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1384,99,77.13,12.76,1.3,2.71,5.36,3.19,1.686,9,307.0,202.0,113.0,32.0,9.5,4.0,0.39,2.8,8.699.999,0.13,83,98,764,68.999.999,29,0,117,20,81.000.000,74,9.9,0,Bitkisel
1385,217.04,49.64,34.04,1.87,2.51,10.29,4.41,1.19,15.98,218.18,353.99,25.12,3696.45,2.85,0.76,0.6,2.17,0.32,0.57,0.2,0.11,0,2.31,24.12,0.59,274.67,70.87,03.09,0.28,42.57,1.32,Mix
1386,40,89.78,10.14,0,8.98,0.05,0.02,0,0,9.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0,15,0.11,0,0,0,1,0.04,1,0,2,Mix
1387,574,02.03,14.71,6.5,1.29,29.84,49.05,8.544,0,18.0,788.0,52.0,8.0,1.8,0.0,56.000.000,4.5,0.1,0,7.000.000,0.15,4.43,08.07,57,0.57,1174,550,7.64,1.275,9.4,4.59,Bitkisel
1388,555.8,15.56,819.999.999,5.42,0,25,47,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1389,422,5.33,76.38,3.8,64.09,3.56,10.46,0.8,0,8.0,40.0,6.0,0.0,0,0.0,0,0,0,0,0,0.2,0,0.25,0,0,0,4,0.2,0.2,1.5,0.8,Bitkisel
1390,284,57.87,0,0,0,19.29,22.3,8.125,132,65.0,184.0,5.0,0.0,1.3,15.0,0.3,1.2,155,3.13,22,294,3.49,2.61,7,745,145,15,04.09,148,13.2,18,Hayvansal
1391,321,40.56,38.3,2.1,31.4,4,16.3,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1392,70,87.5,6.89,0,6.89,01.03,4.38,2.009,14,17.0,51.0,32.0,212.0,5,3.0,0.08,0.3,11,0.05,14,36,177,0.03,5,223,14,3,0.17,52,1.8,26,Hayvansal
1393,545,2.21,54.88,0,54.88,4.79,35.48,32.525,0,123.0,812.0,22.0,33.0,0,0.0,0.59,880.000.000,0,0,0,165,0,1.15,0,0,422,4,0.51,115,60.000.000,0.22,Hayvansal
1394,27,89.13,5.46,2.9,60.000.000,2.57,0.2,31,0,241.0,909.0,114.0,7654.0,24.9,0.0,1.81,484,132,0,117,289,499,1.9,14,329,41,68,0.5,251,0.9,514,Bitkisel
1395,137.47,76.61,8.69,1.72,1.67,1.33,11,1.73,0,711.32,150.83,8.38,1104.47,4.25,0.0,1.81,26.84,0.1,0,0.06,0.03,0.63,0.44,10.36,0.19,34.16,11.91,0.24,0.1,0.5,0.1,Mix
1396,564,1.85,54.4,8,46.2,6.2,35.6,23.1,6,30.0,567.0,62.0,50.0,0,0.0,0.59,7.2,34,0.18,32,49,838,6.32,0,0.3,260,176,2.65,1.248,8.4,1.325,Bitkisel
1397,154.63,59.93,33.05,1.96,0.48,4.39,0.43,0.07,0,638.7,199.71,13.58,3847.95,5.21,0.0,0.03,23.53,0.15,0,0.39,0.2,0,1.67,85.35,0.51,58.45,17.1,0.42,0.13,10.62,0.28,Bitkisel
1398,268.06,47.74,19.62,0.78,0.46,18.6,12.09,4.97,59.42,507.74,223.15,40.67,0.0,0,0.06,0.2,2.91,0.1,1.67,0.27,0.28,5.71,2.19,50.62,0.14,154.31,24.02,3.39,0.13,26.67,0.17,Hayvansal
1399,188.98,58.51,30.23,0.08,26.16,4.19,6,3.33,72.62,110.14,117.8,115.98,227.29,0.74,27.76,0.26,0.36,0.05,0.29,0.06,0.17,0.26,0.55,15.32,0.41,104.77,12.2,0.42,0.03,6.88,0.02,Mix
1400,115,73.62,19.76,0,17.38,2.62,2.8,1.562,9,290.0,112.0,94.0,134.0,0,42.0,0.06,0.2,0.03,0.37,38,0.14,74,0.05,4,311,206,9,0.32,24,3.2,5,Mix
1401,297,32.43,49.88,2,19.18,6.27,8.93,5.148,51,489.0,256.0,102.0,77.0,0.7,8.0,0.38,1.6,74,0.1,242,258,1.99,2.35,48,0,121,21,0.55,131,14.7,0,Mix
1402,884,0,0,0,0,0,100,21.1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
1403,71.25,85.3,3.45,2.26,1.28,3.99,4.33,0.79,10.96,234.29,241.42,64.62,46.96,12.7,0.0,0.54,2.2,0.08,0.46,0.03,0.05,01.06,1.86,9.94,0.17,56.99,18.35,0.96,0.03,04.02,0.04,Mix
1404,264,44.53,30.28,1.3,06.03,12.92,10.09,3.504,27,494.0,192.0,127.0,55.0,60.000.000,0.0,0,0,0,0.83,247,239,4.544,2.87,64,0,107,21,1.95,96,26.2,322,Mix
1405,100.89,77.69,13.81,02.01,2,3.6,04.01,0.49,0,108.88,122.54,26.91,278.26,5.11,0.0,0.83,4.49,0.12,0,0.01,0.04,0.98,0.99,5.93,0.04,81.05,26.06,0.86,0.03,0.4,0.56,Bitkisel
1406,51,85.66,13.5,1.4,10.32,0.53,0.11,0,0,1.0,108.0,13.0,57.0,56.4,0.0,0.02,0.7,114,0,0.08,33,507,0.28,19,217,8,12,0.12,113,0.1,81.800.000,Bitkisel
1407,440,6.36,74.3,2.7,36.3,4.7,13.8,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1408,112,740.699.999,2.43,0,0,20.6,1.51,237,70,177.0,180.0,49.0,17.0,2,0.0,0,0,0.15,3.5,7,46,4.245,1.22,1,0.35,238,40,5.67,381,46.2,15,Hayvansal
1409,454,9.6,61.33,2.47,7.33,5.67,20,10,3,973.0,156.0,136.0,156.0,0,1.0,2.19,9.4,0.17,0.34,56.200.000,338,6.113,4.88,152,472,200,25,1.19,125,13.5,56.200.000,Mix
1410,18,93.52,3.55,0,0,1.49,0.19,0,0,44.0,488.0,78.0,1852.0,10.5,0.0,0,0,7.000.000,0,31,0.09,0.46,0.77,9,36,37,67,0.17,114,0.9,307,Bitkisel
1411,45,87.81,11.27,0,10.7,0.28,0.1,0,0,38.0,3.0,13.0,0.0,0.3,0.0,0,0,2,2,0,0,7.8,0,0,2,0,3,0,0,0,0,Mix
1412,412,6.1,684.000.000,3,1.26,12,9.5,1.41,0,713.0,124.0,22.0,0.0,0,0.0,01.01,2.2,73,0,589,553,5.281,4.28,162,0.54,121,32,0.88,188,37.5,55.700.000,Bitkisel
1413,127,64.44,33.81,6.4,27.41,0.91,0.31,17,0,3.0,258.0,16.0,42.0,4,0.0,0.03,9.9,35,0,4,0.02,351,01.02,0,74,28,16,0.19,0.18,0.1,159,Bitkisel
1414,76,84.55,1.88,0.3,0,08.08,4.78,69.099.999,0,7.0,121.0,350.0,85.0,0.1,0.0,0,0,47,0,81,52,195,5.36,15,68,97,30,0.8,193,8.9,605,Bitkisel
1415,124.9,76.92,3.22,0.83,1.52,8.5,8.85,1.3,22.41,271.09,308.81,33.0,54.61,10.43,1.19,1.2,5.14,0.19,1.69,0.08,0.09,0,0.77,12.88,0.72,126.26,17.15,0.59,0.13,6.96,0.11,Hayvansal
1416,288,52.58,12.65,0,12.65,0.06,0.06,0.01,0,9.0,148.0,11.0,0.0,0,0.0,0,0,26,0,11,95,425,0.12,0,35,6,12,0.11,7.200.000,0,0.23,Bitkisel
1417,81,79.45,6.53,0.8,0.52,847.000.000,4.45,617,0,10.0,355.0,59.0,40.0,830.000.000,0.0,0.21,705.999.999,105,0,205,53,1.092,1.31,80,743,135,60,01.04,0.33,60.000.000,0.71,Bitkisel
1418,209,60.79,0,0,0,27.94,10.79,4.83,88,75.0,380.0,17.0,6.0,0,5.0,0.11,1.6,412,3.37,7.000.000,217,5.19,2.87,7,835,228,25,10.54,8.799.999,31,15,Hayvansal
1419,234,60.09,0,0,0,27.88,13.6,5.056,78,54.0,186.0,9.0,32.0,0,1.0,0.34,0,91,1.53,14,148,3.343,1.21,Mikrogram,0.33,137,18,4.21,95,7.8,2,Hayvansal
1420,444,985.999.999,68,1.2,62.4,4.8,16.4,880.000.000,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
1421,11,89.98,1.75,0.3,1.26,0.51,0.37,52,0,2643.0,144.0,8.0,162.0,74.8,0.0,0.12,2.4,157,0,36,82,254,0.48,6,0.11,11,5,0.11,28,0,49,Bitkisel
1422,450,0,72.9,2.7,25,5,14.7,7.2,0,0.31,90.0,300.0,400.0,30,0.0,3,0.00,0.7,0.7,0.5,0.8,9,4,0,2,0,45,2.8,0.08,0.00,0.00,Mix
1423,371,12.86,74,8,14,930.000.000,2.6,1,0,0.0,0.0,636.0,0.0,0,0.0,0,0,1.56,0,0,1.38,16.8,14.1,190,5.54,0,0,0,0,0,0,Mix
1424,82,82.77,10.06,0.3,9.77,3.24,3.19,1.89,9,49.0,141.0,134.0,42.0,1.7,1.2,7.000.000,0.3,0.09,0.42,44,162,96,0.03,5,0,84,13,0.77,79,3.6,0,Mix
1425,589,1.14,21.57,8,8.41,24.06,49.94,7.607,0,486.0,745.0,45.0,0.0,0,0.0,6.3,0.5,418,0,106,111,13.696,1.9,92,1.118,319,160,2.79,578,819.999.999,1.8,Bitkisel
1426,218.35,58.61,14.45,1.28,3.52,12.95,11.85,3.66,36.11,546.42,225.48,40.88,950.87,1.99,1.31,01.03,7.85,0.21,0.99,0.12,0.14,3.68,2,26.57,0.28,121.4,22.16,2.78,0.1,15.25,0.33,Mix
1427,240.05,63.07,3.73,2.2,0.91,11.3,20.42,5.48,123.59,279.44,259.38,34.43,819.02,8.14,28.14,2.71,8.51,0.22,0.76,0.05,0.2,0.57,1.3,40.32,0.94,125.34,23.14,2.21,0.15,14.42,0.21,Mix
1428,325,880.000.000,55.83,53.2,2.76,14.29,14.01,1.648,0,52.0,1170.0,525.0,19.0,0.7,0.0,25.24,99.8,105,0,176,0.2,3.26,19.1,56,01.07,367,255,4.7,1.2,40.3,830.000.000,Bitkisel
1429,117,770.100.000,0,0,0,19.35,3.79,1.116,49,65.0,357.0,41.0,37.0,1.2,1.5,1,0.1,425,0.22,0.09,0.08,5.2,01.02,9,0,221,29,0.52,51,36.5,0,Hayvansal
1430,581,2.34,30.16,3.3,05.01,16.84,47.77,8.478,0,308.0,632.0,43.0,0.0,0.3,0.0,0.92,34.7,323,0,363,218,1.736,06.05,25,0.88,531,273,5.35,2.043,20.3,1.668,Bitkisel
1431,281,9.9,48,34.8,7,13.3,14.4,2.6,0,2849.0,1961.0,255.0,29600.0,55,0.0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,Bitkisel
1432,571.4,4.29,21.4,9.9,3.6,21.4,50,3.6,0,19.0,659.0,236.0,7.0,0,0.0,23.75,0,115,0,191,711,3.5,3.28,49,314,481,268,2.97,1.027,3.2,1.835,Bitkisel
1433,117,72,0,0,0,18.28,4.32,929,23,672.0,175.0,11.0,87.0,0,685.0,1.35,0.1,278,3.26,23,101,4.72,0.85,2,0.87,164,18,0.31,0.23,32.4,17,Hayvansal
1434,225,62.84,3.8,0,0,12,18,9.1,60,1281.0,103.0,402.0,0.0,0,0.0,0,0,44,0.67,24,152,167,0.3,0,0,282,18,1.63,0,5,0,Hayvansal
1435,884,0,0,0,0,0,100,13.808,0,2.0,1.0,1.0,0.0,0,0.0,14.35,60.2,0,0,0,0,0,56.000.000,0,0,0,0,0,0,0,0,Bitkisel
1436,60,840.100.000,15.76,60.000.000,15.16,0.11,0.01,1,0,4.0,13.0,5.0,1.0,27,0.0,0,0,14,0,2,13,128,0.26,1,22,3,3,7.000.000,67,0.5,0.03,Bitkisel
1437,165.52,66.65,21.36,03.04,2.8,2.84,8.12,1.1,0,158.23,123.53,86.52,2630.7,05.01,0.0,1.49,26.61,0.14,0,0.13,0.09,1.52,1.59,65.31,0.33,53.96,32.15,0.48,0.13,3.11,0.95,Bitkisel
1438,360,12.67,72.83,3.9,0,12.68,01.05,0.15,0,1.0,186.0,17.0,0.0,0,0.0,0.26,0,103,0,81.100.000,57.100.000,5.99,4.36,183,0.58,136,47,01.05,189,894.000.000,619,Bitkisel
1439,349.24,23.97,61.94,1.16,31.03,4.25,9.64,1.26,0,1.58,49.42,9.13,0.55,0.04,0.0,3.81,0.62,0.02,0,0.34,0.22,2.49,1.92,81.08,0.23,46.68,9.26,0.37,0.06,13.94,0.28,Bitkisel
1440,59,87.61,7,0,6.47,2.29,2.4,1.38,7.35,30.0,112.0,93.0,142.0,0,41.0,7.000.000,0.25,0.03,0.35,0.04,0.15,0.08,0.02,4,0.36,74,8,0.3,0.02,3,3,Mix
1441,42,89.47,10.5,0,10.5,0,0,0,0,7.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0,15,0.37,0,0,0,1,0.04,1,0,2,Mix
1442,409,15.36,63.7,8.5,3.2,10.1,10.8,4.4,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1443,214.57,53.1,29.29,01.08,0.93,9.18,6.54,1.93,34.11,266.82,243.33,143.4,268.12,0.43,24.34,0.12,0.28,0.19,0.36,0.18,0.18,0,1.46,23.44,0.59,294.1,60.91,2.1,0.21,35.94,01.09,Bitkisel
1444,559,5.53,10.71,6,1.4,30.23,49.05,865.900.000,0,7.0,809.0,46.0,16.0,1.343,0.0,2.18,7.3,143,0,273,153,4.987,8.82,58,0.75,1233,592,7.81,1.343,9.4,4.543,Bitkisel
1445,110,73.31,0.95,0,0,22.32,1.24,168,76,378.0,408.0,59.0,104.0,3.6,0.0,0,0,173,10.38,57,203,3.623,0.43,42,404,175,58,5.47,734,47.6,97,Hayvansal
1446,527,15.86,62.1,0,0,3.9,18.1,9.1,0,200.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1447,680,21.7,60.000.000,0,60.000.000,1,75,11.784,0,486.0,14.0,7.0,0.0,0,0.0,11.79,24.7,0.01,0,0.01,0.06,0.01,0.23,0,0,25,1,0.13,0,1.6,0,Mix
1448,884,0,0,0,0,0,100,10.1,0,0.0,0.0,0.0,0.0,0,0.0,41.08,5.4,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,Bitkisel
1449,75.28,84.99,4.49,1.64,1.36,3.91,05.08,1,61.09,194.96,365.51,69.48,1145.83,17.24,13.47,1.76,266.54,0.17,0.15,0.06,0.19,0.44,1.84,118.71,0.32,66.71,47.81,0.54,0.09,5.72,0.53,Mix
1450,216,60.98,0,0,0,29.99,9.73,3.48,95,84.0,376.0,19.0,0.0,0,2.0,0.16,3.9,0.16,2.52,0.11,0.28,6.85,2,24,0.66,226,28,4.13,145,32.8,28,Hayvansal
1451,149.35,70.22,11.39,3.77,2.18,7.53,8.53,1.33,59.02,373.18,253.6,145.08,87.14,0.72,25.3,01.04,4.35,0.14,0.35,0.1,0.18,0.58,02.06,95.6,0.63,181.19,23.23,0.92,0.13,6.47,0.24,Bitkisel
1452,31,91.38,6.73,2.8,3.98,01.04,0.33,19,0,2.0,133.0,3.0,61.0,34.4,0.0,0.15,0,17,0,14,16,367,0.08,12,391,12,10,0.12,137,60.000.000,37,Bitkisel
1453,75.91,85.63,7.32,1.81,2.8,01.05,4.87,0.46,0,123.21,161.5,9.12,139.58,10.97,0.0,0.88,6.76,0.1,0,0.05,0.02,0.55,0.3,13.49,0.09,18.82,10.51,0.14,0.05,0.2,0.14,Bitkisel
1454,380,37.12,5.38,0,1.32,26.93,27.8,17.779,92,70.0,77.0,791.0,830.0,0,20.0,0.38,2.5,83,3.34,63,296,92,0.2,6,429,567,38,4.36,43,18.2,5,Hayvansal
1455,164,669.000.000,0,0,0,25.8,5.94,2.589,84,71.0,376.0,9.0,10.0,0,2.0,0.13,1.2,391,2.79,43,177,6.275,2.85,7,646,222,24,6.45,91,21.1,12,Hayvansal
1456,158,684.599.999,0,0,0,23.59,6.32,1.801,73,66.0,554.0,13.0,109.0,1.6,0.0,0,0,0.46,7,0.13,0.21,5,0.74,1,0.87,271,38,0.62,65,40.6,12,Hayvansal
1457,40,901.800.000,3.98,1.9,1.26,2.35,2.28,1.354,5,239.0,218.0,23.0,17.0,7.5,0.0,1.51,49.2,77,0,157,136,1.052,0.88,144,0,53,14,0.58,0.16,5.9,0,Mix
1458,432,971.000.000,729.300.000,0.5,18.63,1.95,14.08,2.616,1,176.0,308.0,112.0,1.0,0.2,0.0,1.13,3.5,82,0.33,73,311,199,0.4,2,0,145,32,0.38,81,5.6,0,Bitkisel
